coding_hours,commits_per_day,lines_of_code,bugs_fixed,sleep_hours,distractions,task_completion_rate,meetings_per_day,break_time,focus_score,productivity_level
2.72,1.71,100,0.73,8.15,7.0,0.5242,1.39,19.21,46.84,Low
5.02,1.02,210,2.3,6.28,6.01,0.4027,2.41,34.79,65.64,Low
4.6,2.54,161,1.21,7.64,5.41,0.5849,0.43,36.03,45.47,Medium
4.38,0.98,150,0.99,5.98,6.14,0.4901,3.1,26.13,68.98,Low
1.44,2.62,137,2.39,7.84,5.26,0.4474,0.7,34.28,53.12,Low
1.83,0.9,81,0.0,6.92,5.74,0.5116,1.94,8.68,45.81,Low
4.65,1.39,182,1.61,7.74,3.7,0.4645,2.25,22.77,55.12,Medium
1.78,0.71,10,1.9,5.36,5.32,0.3033,3.2,25.58,32.68,Low
3.13,1.65,64,0.17,7.19,5.52,0.4402,2.32,14.71,36.66,Low
2.57,2.0,122,1.77,7.05,3.89,0.6015,2.6,13.05,66.01,Low
4.51,0.98,79,0.01,7.55,5.59,0.4591,2.05,25.65,40.03,Low
5.53,5.92,262,1.65,8.48,2.26,1.0,1.52,44.46,83.17,Medium
0.0,0.0,10,0.0,5.73,9.73,0.0,2.88,29.57,0.0,Low
6.93,3.67,265,2.51,7.07,0.93,0.6283,1.48,29.98,54.39,Medium
5.66,4.52,259,2.89,8.25,2.96,0.791,0.0,43.56,87.71,Medium
0.55,0.0,10,0.6,5.92,8.31,0.0178,1.85,26.0,18.78,Low
3.63,1.97,137,0.67,6.13,5.05,0.481,2.35,40.47,39.47,Low
2.61,0.39,125,1.66,6.08,5.3,0.3424,1.86,24.64,58.06,Low
0.0,0.71,75,0.0,5.11,4.73,0.1785,2.27,4.98,41.35,Low
0.09,0.0,119,1.1,6.2,6.7,0.5335,1.91,26.81,47.54,Low
2.2,1.03,62,0.28,7.33,7.64,0.2373,1.47,14.31,27.64,Low
5.63,5.73,254,2.76,8.02,3.11,0.7706,0.98,31.53,73.41,Medium
5.99,4.26,199,2.09,7.04,5.15,0.8042,1.41,31.67,67.15,Medium
6.23,4.16,230,0.73,8.28,3.39,0.6492,1.62,32.97,76.02,Medium
6.26,2.85,195,0.68,6.69,4.64,0.575,2.18,35.02,55.74,Medium
1.38,0.0,70,0.18,6.51,6.93,0.3318,2.16,31.39,34.77,Low
2.56,2.68,137,0.0,6.59,6.82,0.4889,1.13,23.7,44.81,Low
5.86,2.03,187,2.06,7.87,1.9,0.7199,0.46,36.4,70.21,Medium
1.96,0.0,53,0.72,5.13,5.49,0.1809,4.96,24.04,39.21,Low
5.81,3.73,213,1.83,6.68,6.31,0.7022,0.66,42.92,45.63,Medium
4.08,0.84,110,0.0,5.57,1.67,0.4053,1.55,26.91,44.26,Low
1.41,0.49,83,1.8,6.6,5.35,0.3645,2.63,27.34,35.09,Low
6.33,1.62,137,3.2,8.32,5.69,0.7625,2.15,29.81,66.35,Medium
5.62,2.18,158,1.47,6.82,4.19,0.5339,2.39,30.6,65.9,Medium
2.06,1.38,140,1.12,6.41,4.93,0.4556,1.67,20.36,45.6,Low
6.03,3.98,215,2.09,8.28,3.46,0.7474,1.89,26.97,64.71,Medium
1.79,1.33,54,0.56,7.31,6.09,0.1767,2.39,32.35,34.48,Low
5.07,3.45,218,1.4,7.24,4.12,0.7198,1.5,22.25,61.33,Medium
5.59,2.7,218,1.45,7.84,3.09,0.6746,2.07,29.77,52.5,Medium
5.1,1.34,82,1.48,5.98,7.13,0.2395,3.15,38.61,33.17,Low
5.95,3.0,216,3.14,8.27,6.65,0.593,1.88,28.1,34.39,Medium
0.0,1.4,95,0.0,8.09,6.68,0.1725,2.36,32.03,43.91,Low
6.59,3.51,179,1.66,7.88,1.53,0.7945,2.79,28.71,68.82,Medium
5.22,1.25,102,0.0,5.24,4.49,0.3185,3.02,18.56,50.85,Low
3.42,0.22,156,1.86,6.29,5.51,0.3598,3.74,11.44,54.81,Low
7.41,2.13,228,1.37,8.01,4.18,0.746,0.0,48.37,53.18,Medium
5.01,1.61,10,0.0,6.31,4.54,0.3646,3.12,15.11,22.08,Low
2.41,0.47,10,0.38,7.31,5.96,0.2946,3.02,30.43,32.72,Low
1.19,0.24,15,1.15,6.69,8.1,0.0368,1.58,12.22,29.58,Low
6.47,2.78,152,2.02,6.74,5.5,0.7864,2.07,46.2,41.78,Medium
1.61,1.49,31,0.14,6.39,5.99,0.2964,3.44,45.67,34.39,Low
7.54,4.15,292,2.73,7.16,0.37,0.9869,0.64,21.91,72.32,Medium
0.0,0.0,42,0.47,5.81,13.05,0.171,3.07,8.74,10.7,Low
9.27,4.51,274,1.66,7.4,3.63,0.8381,2.36,46.21,72.11,Medium
3.44,1.71,210,1.08,8.05,4.28,0.4138,0.87,36.19,28.75,Low
5.65,2.45,199,0.56,8.64,6.45,0.4243,1.89,37.29,42.64,Medium
3.51,1.59,164,0.0,5.58,5.63,0.55,2.46,21.54,34.78,Low
3.12,2.96,193,1.06,5.66,5.7,0.7184,1.08,51.87,61.56,Medium
4.37,2.02,68,1.86,6.79,5.3,0.4305,1.13,30.99,47.85,Low
3.69,3.62,257,2.34,6.34,3.48,0.4388,1.53,23.35,72.94,Medium
4.98,4.56,201,1.61,7.09,4.66,0.5016,2.77,28.04,26.22,Medium
5.36,3.41,159,1.24,7.67,2.6,0.5013,2.6,18.72,43.86,Medium
2.56,2.18,191,1.13,8.01,8.45,0.4023,1.25,44.09,50.11,Low
4.03,2.03,180,0.31,7.13,3.67,0.5415,2.67,23.11,46.06,Low
6.96,3.47,197,1.0,7.0,2.5,0.6492,1.07,36.46,63.07,Medium
0.0,0.0,57,0.0,4.56,7.25,0.257,0.9,16.74,6.3,Low
0.03,0.0,55,0.14,6.35,5.58,0.2749,2.04,17.11,37.09,Low
7.26,2.81,110,1.85,7.43,3.81,0.4686,2.9,14.61,54.76,Medium
6.7,2.18,144,1.03,7.6,5.78,0.5001,2.6,36.84,45.2,Medium
3.64,0.0,183,0.55,6.34,6.77,0.6936,2.05,42.07,57.15,Low
5.25,2.24,119,3.54,6.66,6.19,0.5411,1.58,20.93,61.9,Medium
6.3,2.03,169,2.0,5.99,4.02,0.6063,1.51,16.29,65.56,Medium
2.03,2.78,65,0.9,4.9,5.88,0.428,2.27,35.33,62.29,Low
1.86,0.85,159,0.19,5.72,6.78,0.3859,1.17,9.65,50.99,Low
5.87,1.1,233,0.8,5.84,2.07,0.3009,1.59,43.17,44.98,Medium
4.07,0.48,36,0.11,6.78,7.32,0.2804,2.08,16.06,36.74,Low
5.49,1.57,189,1.56,6.79,2.2,0.5779,0.53,21.01,52.52,Medium
0.0,0.0,10,0.0,5.72,10.61,0.2876,1.67,23.97,44.75,Low
8.44,3.83,257,0.57,6.73,2.85,0.7106,2.1,24.76,76.49,Medium
4.31,3.67,208,0.87,4.65,4.01,0.4299,1.87,25.29,55.2,Low
4.11,1.59,203,1.37,8.33,3.46,0.5942,1.61,34.82,62.62,Medium
6.38,3.51,242,1.59,6.69,2.58,0.6162,0.79,10.62,52.42,Medium
9.2,3.13,401,3.51,7.5,5.91,0.7114,3.08,54.75,77.48,Medium
7.05,4.22,190,0.63,6.34,4.89,0.6195,0.86,35.51,55.84,Medium
0.82,0.0,10,0.0,6.86,5.44,0.1861,2.8,7.87,5.5,Low
2.0,0.58,32,1.19,6.47,9.18,0.37,1.9,13.43,38.65,Low
2.8,1.06,37,0.61,6.03,7.73,0.4233,2.22,36.79,49.71,Low
4.72,2.45,92,1.73,6.7,4.54,0.5684,2.45,36.14,54.96,Low
2.0,4.38,151,3.06,8.6,4.68,0.6508,0.47,46.46,55.94,Medium
2.19,0.63,55,0.0,6.58,6.07,0.365,2.21,19.54,26.45,Low
4.66,2.42,127,1.07,6.95,7.68,0.607,3.13,33.9,41.19,Low
1.11,0.0,110,0.18,5.87,4.94,0.107,3.99,30.49,28.98,Low
3.24,0.21,81,0.0,5.18,6.14,0.3888,2.05,33.9,38.49,Low
0.94,0.0,30,0.0,6.17,6.47,0.1142,2.46,34.24,39.66,Low
4.26,1.72,112,0.97,6.8,4.24,0.4316,4.49,18.21,46.76,Low
3.18,0.0,11,0.35,7.2,10.31,0.2149,3.54,22.1,13.24,Low
1.49,0.3,61,0.71,4.71,4.69,0.3079,1.68,19.02,28.43,Low
5.93,3.17,249,1.54,6.63,3.75,0.5602,1.06,34.74,58.6,Medium
2.01,0.04,10,0.0,6.06,3.81,0.4118,3.24,32.24,10.44,Low
8.72,6.24,265,4.12,8.31,0.45,1.0,0.2,26.62,95.15,Medium
5.22,1.24,203,1.0,7.13,4.89,0.6544,2.94,43.56,54.94,Medium
3.46,3.56,184,1.38,7.0,3.49,0.4557,2.28,19.53,51.64,Medium
0.93,0.05,164,0.44,6.9,7.17,0.251,2.78,22.63,50.58,Low
6.15,3.77,212,2.73,6.63,3.55,0.6624,1.53,45.94,61.39,Medium
3.6,0.0,137,1.32,7.46,7.6,0.3154,1.54,30.4,37.06,Low
3.28,2.85,152,0.06,7.41,6.86,0.5679,3.43,34.01,57.55,Low
10.19,6.51,367,2.1,8.02,0.28,0.7959,0.99,30.99,98.99,Medium
3.05,2.24,209,1.39,8.23,5.26,0.432,1.62,19.08,51.52,Low
6.6,2.73,157,1.87,8.82,3.55,0.9095,1.58,45.16,74.13,Medium
3.58,1.19,110,0.07,7.39,6.98,0.4033,2.4,20.59,38.0,Low
3.89,0.76,233,1.78,4.57,5.07,0.5097,0.98,24.88,48.66,Low
8.09,4.4,303,2.57,9.15,2.63,1.0,0.9,48.49,77.69,Medium
2.13,2.09,166,0.54,7.32,5.58,0.141,1.57,16.37,33.06,Low
7.39,5.52,270,3.07,9.51,2.45,0.781,2.3,41.75,71.51,Medium
5.17,3.08,205,1.27,8.34,5.89,0.6014,0.9,33.97,74.4,Medium
1.98,0.18,106,1.8,7.98,6.81,0.4733,0.41,27.16,61.64,Low
5.05,3.59,112,0.88,8.02,5.1,0.714,0.0,27.98,75.41,Medium
4.09,3.48,181,2.3,8.57,4.63,0.6079,0.24,29.06,51.36,Medium
4.65,0.61,156,2.64,8.91,3.84,0.7242,3.17,22.33,45.13,Medium
0.52,0.43,57,0.0,6.39,7.83,0.1456,2.49,26.98,14.54,Low
2.24,0.89,127,0.14,5.38,4.46,0.4757,2.72,19.68,40.44,Low
3.22,2.83,143,1.72,6.63,7.27,0.3472,2.61,38.45,18.2,Low
3.78,0.79,177,1.87,7.27,0.94,0.4728,2.08,27.38,43.0,Medium
5.82,0.0,193,1.36,7.37,3.94,0.5751,1.74,22.52,73.38,Medium
5.4,2.55,212,0.55,6.09,6.44,0.6411,2.99,28.51,62.49,Medium
0.55,0.29,44,0.7,5.03,4.96,0.1807,2.55,19.21,24.88,Low
3.32,0.88,183,2.25,6.6,5.03,0.5718,3.29,41.99,51.37,Low
3.97,1.94,188,0.56,7.95,3.06,0.6728,2.44,29.36,64.83,Medium
4.53,5.59,222,0.48,8.54,3.61,0.6665,1.21,30.04,67.75,Medium
5.74,3.32,220,2.04,8.27,4.8,0.8049,1.18,49.52,60.88,Medium
4.74,3.98,256,2.17,8.26,4.05,0.6879,1.02,39.25,60.17,Medium
3.36,2.04,141,1.13,7.16,1.26,0.55,3.08,48.92,51.23,Low
3.31,0.0,100,1.49,5.57,3.64,0.451,1.62,42.24,35.63,Low
0.9,0.0,45,0.0,5.81,8.95,0.1704,1.7,12.82,22.89,Low
5.57,2.38,181,0.0,7.01,5.03,0.6109,2.19,42.05,53.48,Medium
3.75,1.91,148,0.83,6.71,7.31,0.5268,1.84,46.29,40.51,Low
4.05,2.29,207,1.27,7.18,7.12,0.5562,2.21,46.69,60.53,Medium
0.33,0.35,24,0.0,6.71,6.4,0.0929,4.27,33.5,35.68,Low
1.8,0.23,56,0.0,7.14,10.38,0.3505,3.24,34.27,40.74,Low
5.09,2.32,290,0.39,7.3,3.46,0.7287,1.71,32.24,58.12,Medium
4.61,2.43,208,0.56,5.46,3.62,0.5923,0.6,21.43,29.57,Medium
3.22,1.07,267,2.26,6.95,3.03,0.6363,1.3,29.89,64.9,Medium
3.63,0.0,141,2.03,7.05,1.57,0.3318,2.7,13.49,43.78,Low
4.42,2.78,202,1.97,7.99,7.37,0.4701,0.82,43.58,41.54,Medium
6.1,3.91,187,1.1,7.01,5.98,0.6677,3.86,31.86,51.5,Medium
6.2,1.17,72,0.0,7.15,4.25,0.4711,2.17,40.33,39.51,Low
4.61,0.75,64,1.47,7.28,4.51,0.3122,2.02,18.17,67.22,Low
1.87,0.6,180,1.14,6.8,5.84,0.4117,1.47,38.51,38.01,Low
3.02,1.09,81,0.97,7.53,4.21,0.4645,2.63,22.88,32.58,Low
1.25,0.0,120,0.0,6.32,2.83,0.372,0.93,15.61,51.88,Low
4.35,1.59,131,0.48,6.65,4.35,0.5519,4.1,47.38,55.06,Low
2.04,1.93,140,0.59,6.75,5.24,0.3415,3.46,38.68,21.63,Low
7.61,5.31,235,2.39,7.12,2.53,0.6782,2.61,38.4,75.46,Medium
1.55,0.24,26,0.9,6.96,6.68,0.2802,0.88,25.87,57.87,Low
3.49,2.48,153,0.97,6.34,7.42,0.3916,2.26,33.46,21.19,Low
2.36,0.0,57,0.91,6.96,5.2,0.4804,3.34,29.75,31.05,Low
8.98,4.83,232,2.23,7.64,3.09,0.7159,2.16,29.31,43.22,Medium
4.01,1.49,81,1.71,7.27,5.8,0.449,0.94,26.86,52.2,Low
8.26,3.86,176,2.08,7.15,4.28,0.8832,1.04,54.77,75.38,Medium
2.01,0.0,38,0.0,5.99,6.31,0.299,1.99,49.29,28.77,Low
5.11,3.72,93,1.0,7.21,4.74,0.3673,1.32,46.96,67.93,Medium
6.22,2.46,162,1.78,7.61,4.49,0.6014,3.26,39.23,71.65,Medium
4.64,2.75,156,1.45,7.04,3.18,0.5407,0.05,27.03,68.26,Medium
3.82,3.32,213,2.07,8.9,5.3,0.7455,2.34,27.35,77.58,Medium
2.63,1.07,188,0.89,5.95,7.92,0.2475,0.86,20.09,38.21,Low
7.83,3.93,336,3.2,7.65,1.8,0.8977,0.62,31.51,71.81,Medium
8.54,4.6,299,3.05,6.89,1.84,1.0,0.0,63.01,75.8,Medium
1.59,1.44,143,0.19,7.12,6.51,0.4756,1.56,46.25,42.25,Low
3.05,1.27,144,1.35,5.89,4.85,0.5466,3.64,35.24,43.94,Low
8.95,4.42,242,1.07,7.5,3.54,0.8359,1.83,27.66,70.95,Medium
8.66,4.45,217,1.4,7.49,2.88,0.8608,0.33,46.83,87.12,Medium
2.88,2.01,108,0.85,6.96,3.58,0.5512,3.17,25.0,38.86,Low
4.3,2.29,109,1.08,6.35,6.32,0.5261,3.36,6.37,34.38,Low
3.0,0.53,110,0.0,6.38,3.77,0.3595,2.19,31.46,37.08,Low
0.0,0.85,60,0.0,7.48,8.43,0.2944,4.44,14.86,36.38,Low
1.05,0.0,46,0.0,6.77,5.37,0.2498,3.1,17.33,22.19,Low
3.87,1.08,24,0.0,6.05,6.26,0.3496,2.98,22.48,32.93,Low
2.14,1.47,93,1.14,6.42,8.21,0.3941,1.43,21.18,51.76,Low
3.64,0.04,163,1.54,8.3,5.8,0.3547,2.64,29.48,52.41,Low
4.11,2.44,122,1.17,6.93,3.03,0.5347,2.15,30.35,52.77,Medium
9.39,3.86,311,1.8,7.22,1.15,0.8366,2.05,18.99,72.9,Medium
3.95,0.0,10,0.0,5.95,5.6,0.2567,1.61,40.21,24.73,Low
8.63,4.83,206,2.92,7.05,4.12,0.7283,1.83,25.09,56.19,Medium
3.38,1.03,123,1.3,6.42,5.86,0.5378,1.25,19.41,44.84,Low
4.26,1.12,121,0.4,5.95,3.81,0.487,0.0,26.47,51.97,Low
3.53,3.09,181,2.12,6.44,2.24,0.6574,2.8,32.29,69.6,Medium
3.53,1.0,135,0.05,5.78,7.11,0.4138,0.83,38.98,34.08,Low
3.36,2.43,147,1.08,7.66,4.15,0.6238,1.99,34.61,69.26,Medium
4.59,3.42,261,1.48,6.78,7.99,0.5534,2.28,36.5,68.55,Medium
3.67,3.27,207,0.8,7.08,4.32,0.5027,2.18,35.21,65.34,Medium
3.87,0.26,177,0.96,8.16,7.29,0.6249,1.63,33.76,66.59,Low
7.91,5.15,365,3.06,9.26,0.0,1.0,1.53,45.37,76.92,Medium
2.0,0.48,200,0.09,6.46,3.6,0.5008,2.66,7.48,28.94,Low
2.29,1.68,68,1.11,6.23,4.12,0.3985,2.89,24.85,47.21,Low
2.1,0.0,55,2.0,6.0,7.72,0.1937,3.92,38.51,27.24,Low
3.89,3.72,75,0.0,7.28,8.47,0.2189,2.4,66.65,38.76,Low
1.4,1.57,100,0.0,6.52,4.78,0.4461,2.26,14.77,48.15,Low
6.64,3.93,176,0.35,7.29,2.53,0.6808,0.74,40.18,81.97,Medium
8.3,5.31,265,2.02,7.06,1.12,0.8278,2.01,31.39,68.77,Medium
2.24,3.49,172,0.01,6.1,3.14,0.3973,2.84,47.62,34.94,Low
1.47,1.62,89,0.5,6.84,7.33,0.3168,2.06,12.3,40.72,Low
4.67,3.66,176,1.48,6.18,4.63,0.5846,2.4,38.61,46.34,Medium
4.31,1.3,81,0.0,7.52,5.84,0.303,1.87,13.17,39.98,Low
5.5,2.81,237,0.05,6.89,1.95,0.625,2.48,29.98,59.41,Medium
3.77,1.83,133,1.4,6.98,7.16,0.4821,2.85,30.67,52.76,Low
1.55,0.0,103,0.0,5.17,6.52,0.1596,3.35,33.12,28.15,Low
5.77,3.63,351,1.9,7.76,3.48,0.7771,1.65,26.97,64.87,Medium
8.41,3.34,304,1.11,7.64,0.12,0.8365,0.42,45.61,69.67,Medium
3.26,1.0,101,0.89,6.65,5.63,0.4697,1.57,27.12,33.34,Low
2.86,0.0,160,1.71,7.98,6.02,0.4095,2.71,30.79,27.98,Low
3.57,2.62,217,1.45,7.29,5.06,0.6595,4.36,41.01,57.71,Medium
3.6,2.47,145,0.59,6.53,4.73,0.7207,1.56,18.85,63.96,Medium
5.96,3.13,182,1.56,6.76,4.75,0.7172,2.26,41.4,67.84,Medium
9.5,4.49,258,1.52,8.48,0.29,0.9555,0.84,34.36,77.53,Medium
2.88,4.81,152,1.7,7.95,5.56,0.4973,1.08,40.07,39.24,Medium
2.95,2.16,113,0.43,6.83,6.37,0.4269,1.56,29.35,45.47,Low
0.0,0.0,10,0.0,6.86,7.42,0.2331,0.33,21.01,35.7,Low
1.84,1.14,73,0.17,7.12,6.2,0.4523,3.57,20.45,41.21,Low
3.9,1.34,93,1.34,8.12,3.14,0.5548,0.0,38.07,66.95,Medium
6.5,3.68,258,2.17,6.34,0.33,0.8229,1.2,51.58,76.65,Medium
1.84,0.0,131,0.37,7.27,2.46,0.4861,0.98,22.08,39.67,Low
3.65,2.77,139,0.2,7.9,5.89,0.5539,1.05,19.79,49.36,Low
4.32,1.29,137,1.44,5.92,6.27,0.4861,3.38,36.86,34.14,Low
6.15,4.75,180,1.43,6.89,4.48,0.6901,1.84,21.46,74.44,Medium
6.37,6.78,360,1.3,7.58,1.67,1.0,0.28,29.58,86.85,Medium
0.39,2.58,106,0.28,6.15,2.6,0.4935,1.57,16.72,47.14,Low
2.29,0.41,82,1.39,6.37,4.19,0.491,1.38,23.4,61.08,Low
6.64,4.04,226,1.53,7.72,3.69,0.7442,1.64,21.86,61.75,Medium
2.07,3.66,212,2.94,8.03,4.18,0.6963,1.97,14.02,36.85,Medium
7.09,4.3,265,2.82,8.79,1.9,0.9965,3.34,27.88,82.51,Medium
4.54,2.1,138,1.74,6.62,4.68,0.6018,0.0,39.34,60.43,Medium
4.95,3.07,193,0.61,6.14,5.56,0.3166,2.07,15.49,37.29,Low
4.72,3.11,172,1.42,8.35,4.3,0.7482,1.51,29.55,62.83,Medium
6.68,4.3,235,1.68,8.07,2.38,0.6688,2.61,55.01,74.49,Medium
5.81,2.41,256,1.41,7.48,5.24,0.5951,2.11,33.61,52.84,Medium
2.46,1.54,332,1.83,7.63,3.59,0.4218,2.44,35.96,54.6,Medium
7.06,3.03,186,1.1,7.51,1.4,0.7705,2.03,25.87,80.77,Medium
6.6,3.63,262,1.07,8.0,2.09,0.5717,0.72,57.48,60.32,Medium
7.37,3.01,232,1.21,7.42,2.4,0.7014,2.8,31.5,71.4,Medium
10.01,2.96,180,3.16,7.54,5.52,0.6886,2.6,30.96,33.49,Medium
1.16,0.06,108,1.29,5.71,5.19,0.5388,2.97,42.33,32.67,Low
6.36,1.1,117,1.36,6.52,4.5,0.4642,3.22,28.92,53.78,Low
6.07,4.48,245,1.12,7.06,1.32,0.7279,2.06,36.51,80.38,Medium
2.71,1.38,26,0.85,6.29,7.4,0.2494,3.73,23.1,24.13,Low
4.68,2.16,217,1.2,6.44,3.47,0.5189,2.27,29.1,56.28,Medium
2.7,0.39,121,0.86,6.38,5.44,0.448,1.9,31.74,40.34,Low
3.37,1.02,169,0.24,5.8,7.18,0.4556,1.98,35.67,59.96,Low
6.95,3.54,234,2.15,8.08,3.85,0.7313,1.59,29.96,57.0,Medium
2.56,2.93,151,0.81,7.03,2.27,0.3917,1.42,23.29,57.17,Low
4.99,3.0,165,0.42,5.66,2.28,0.6226,3.62,24.14,44.16,Medium
0.78,0.0,10,0.5,5.65,6.94,0.279,2.7,9.19,31.83,Low
4.14,1.97,195,0.37,7.64,2.06,0.7285,1.87,17.83,61.88,Medium
4.75,3.24,167,1.97,6.89,5.0,0.7581,2.19,36.2,57.16,Medium
9.84,4.42,287,3.28,7.52,1.82,0.8501,4.33,50.2,87.23,Medium
2.74,1.02,41,0.05,6.79,5.71,0.4026,0.96,37.17,45.82,Low
4.87,3.65,221,0.52,7.38,3.61,0.3543,1.09,7.28,51.96,Medium
3.62,3.2,142,1.02,5.98,7.24,0.8639,0.54,28.8,50.18,Medium
8.06,4.52,323,2.49,8.23,6.9,0.8005,1.29,26.87,74.44,Medium
4.63,0.59,185,0.8,6.31,4.73,0.5848,2.27,30.96,50.79,Low
6.78,2.63,121,1.57,7.13,5.11,0.432,1.45,27.22,44.29,Medium
5.01,3.97,155,2.9,7.28,4.23,0.7212,1.28,38.96,55.62,Medium
5.18,1.9,267,0.74,6.67,4.33,0.7231,2.09,30.74,42.25,Medium
3.22,2.68,184,0.0,5.96,4.42,0.4047,1.63,8.81,42.91,Low
5.94,3.58,164,1.82,6.87,3.08,0.4377,2.25,21.3,46.99,Medium
5.28,5.27,246,3.21,8.84,1.69,0.7008,2.79,35.43,73.81,Medium
2.84,0.77,43,0.49,5.4,7.15,0.072,2.98,25.77,41.33,Low
4.03,2.79,178,0.24,8.42,4.02,0.5228,2.84,16.61,42.77,Medium
2.52,2.36,65,0.34,6.44,2.18,0.4421,3.3,11.13,39.48,Low
6.5,4.24,164,1.06,7.63,3.87,0.7354,1.92,36.54,74.31,Medium
1.26,0.0,10,0.3,5.37,7.23,0.1669,2.3,8.35,25.4,Low
2.74,0.71,106,0.0,6.1,7.86,0.441,1.4,10.52,34.33,Low
5.01,2.8,135,1.06,6.79,4.99,0.6358,1.5,27.43,44.73,Medium
9.02,3.06,273,1.45,6.95,0.43,0.6471,1.01,32.94,82.03,Medium
5.05,1.76,102,1.05,6.8,1.75,0.4957,2.75,20.89,58.04,Medium
3.93,2.26,74,0.26,6.4,4.75,0.6326,2.51,20.19,39.59,Low
7.22,2.63,335,2.65,9.42,1.24,0.7427,2.13,39.54,85.88,Medium
0.04,1.36,44,0.0,5.34,8.59,0.2019,1.27,15.56,0.0,Low
0.75,0.0,10,0.0,5.98,8.28,0.2544,4.09,19.71,30.29,Low
5.93,2.2,220,1.85,7.42,6.04,0.6984,1.44,28.4,55.03,Medium
4.76,1.79,129,0.56,5.89,3.77,0.3482,1.05,29.17,43.89,Low
1.23,0.47,126,0.0,7.04,7.98,0.3164,1.87,33.68,31.48,Low
5.14,4.29,188,3.36,7.04,5.02,0.6415,4.27,41.93,74.58,Medium
2.52,3.35,152,1.58,5.13,1.61,0.474,1.54,44.1,43.05,Low
2.4,0.0,53,0.43,7.25,7.83,0.3798,1.84,35.56,56.28,Low
2.64,0.67,30,1.11,5.47,7.06,0.2159,2.19,25.98,34.76,Low
5.19,3.1,258,3.17,6.6,4.28,0.6858,1.59,30.03,69.31,Medium
6.07,3.06,254,1.4,7.88,2.73,0.5552,1.02,29.37,56.46,Medium
3.57,1.12,180,1.2,6.67,7.06,0.3525,2.17,20.73,35.43,Low
8.08,6.52,226,1.69,8.66,0.45,0.8652,2.52,39.28,87.0,Medium
0.48,1.43,108,0.03,7.43,7.85,0.4575,2.64,31.62,37.06,Low
1.05,0.0,10,0.0,5.72,8.52,0.2031,1.35,15.12,40.73,Low
0.0,0.0,131,0.59,7.29,4.58,0.3285,1.86,26.17,37.68,Low
3.68,1.55,132,1.23,6.37,8.04,0.5663,1.46,23.0,45.12,Low
2.53,2.8,198,1.64,8.91,4.98,0.5328,1.98,33.31,67.53,Medium
4.96,1.88,77,1.0,6.33,6.34,0.6386,3.4,23.3,65.5,Low
5.64,3.78,225,0.31,8.0,2.18,0.57,1.75,24.37,55.37,Medium
2.06,0.91,10,0.0,7.05,10.05,0.3197,2.29,16.94,23.7,Low
8.71,5.14,239,1.72,7.97,1.0,0.7133,3.34,42.25,79.76,Medium
2.7,2.2,104,0.71,6.42,6.66,0.5339,2.9,28.62,46.23,Low
8.33,2.29,169,2.73,7.44,1.83,0.751,2.24,31.3,72.75,Medium
5.8,2.32,181,0.34,5.45,3.56,0.5629,3.86,34.33,52.55,Medium
4.63,3.75,259,1.08,7.41,5.5,0.5412,2.35,28.14,72.49,Medium
6.5,2.8,302,2.22,7.56,5.69,0.5502,0.0,44.11,51.55,Medium
3.57,3.17,190,1.12,7.33,2.42,0.6178,2.7,22.5,61.52,Medium
4.3,2.65,246,1.88,4.94,5.67,0.6914,0.22,31.34,54.75,Medium
5.93,2.96,266,1.95,6.65,4.57,0.7531,2.05,22.6,67.12,Medium
3.76,2.17,186,1.36,6.5,3.3,0.568,0.23,27.51,48.83,Medium
4.15,3.37,193,1.38,7.59,6.33,0.638,1.32,16.75,68.02,Medium
5.29,1.21,151,1.46,7.19,2.95,0.4919,1.66,37.01,57.84,Medium
6.57,3.92,287,0.92,7.58,1.9,0.768,0.8,44.87,77.18,Medium
3.07,0.05,73,0.17,7.17,6.73,0.3665,1.85,34.46,38.77,Low
6.92,5.82,291,2.68,7.08,1.02,1.0,2.49,39.29,78.42,Medium
1.73,1.65,144,1.39,7.47,5.46,0.5231,1.3,21.0,58.37,Low
1.46,1.31,69,1.05,6.66,7.51,0.2784,2.97,14.84,37.83,Low
1.96,3.72,118,0.79,7.37,4.53,0.5694,1.0,45.94,25.02,Low
2.56,0.9,93,1.64,6.51,7.27,0.3375,2.01,40.95,37.06,Low
4.04,2.25,294,1.15,8.88,3.4,0.7975,2.07,35.43,60.37,Medium
5.08,0.0,144,1.54,7.07,6.33,0.3404,1.2,21.58,46.9,Low
4.2,0.0,168,1.3,6.0,7.39,0.5163,0.82,41.46,42.64,Low
0.35,0.0,10,0.0,6.25,9.02,0.0887,3.06,13.61,28.85,Low
4.61,2.7,127,0.88,7.38,6.86,0.3135,3.26,30.03,32.43,Low
0.0,0.0,10,0.0,5.32,6.91,0.0518,2.65,31.4,16.24,Low
1.48,0.01,86,0.23,7.08,8.16,0.0728,2.02,13.72,35.24,Low
5.76,0.92,133,1.43,7.69,2.54,0.7056,1.93,42.09,46.66,Medium
5.89,1.98,160,1.38,5.52,1.9,0.5377,1.82,39.13,86.92,Medium
6.38,3.53,236,2.44,7.45,4.25,0.5532,2.12,31.73,68.29,Medium
2.95,0.84,62,0.15,6.19,5.09,0.1634,0.0,15.23,35.51,Low
4.25,1.78,119,1.62,7.41,6.26,0.7729,0.95,22.52,41.0,Medium
